A,0,0,1
A,0,1,2
A,0,2,3
A,0,3,4
A,0,4,5
A,0,5,6
A,0,6,7
A,0,7,8
A,0,8,9
A,0,9,10
A,0,10,11
A,0,11,12
A,0,12,13
A,0,13,14
A,0,14,15
A,0,15,16
A,0,16,17
A,0,17,18
A,0,18,19
A,0,19,20
A,0,20,21
A,0,21,22
A,0,22,23
A,0,23,24
A,0,24,25
A,0,25,26
A,0,26,27
A,0,27,28
A,0,28,29
A,0,29,30
A,0,30,31
A,0,31,32
A,0,32,33
A,0,33,34
A,0,34,35
A,0,35,36
A,0,36,37
A,0,37,38
A,0,38,39
A,0,39,40
A,0,40,41
A,0,41,42
A,0,42,43
A,0,43,44
A,0,44,45
A,0,45,46
A,0,46,47
A,0,47,48
A,0,48,49
A,0,49,50
A,0,50,51
A,0,51,52
A,0,52,53
A,0,53,54
A,0,54,55
A,0,55,56
A,0,56,57
A,0,57,58
A,0,58,59
A,0,59,60
A,0,60,61
A,0,61,62
A,0,62,63
A,0,63,64
A,0,64,65
A,0,65,66
A,0,66,67
A,0,67,68
A,0,68,69
A,0,69,70
A,0,70,71
A,0,71,72
A,0,72,73
A,0,73,74
A,0,74,75
A,0,75,76
A,0,76,77
A,0,77,78
A,0,78,79
A,0,79,80
A,0,80,81
A,0,81,82
A,0,82,83
A,0,83,84
A,0,84,85
A,0,85,86
A,0,86,87
A,0,87,88
A,0,88,89
A,0,89,90
A,0,90,91
A,0,91,92
A,0,92,93
A,0,93,94
A,0,94,95
A,0,95,96
A,0,96,97
A,0,97,98
A,0,98,99
A,0,99,100
A,0,100,101
A,0,101,102
A,0,102,103
A,0,103,104
A,0,104,105
A,0,105,106
A,0,106,107
A,0,107,108
A,0,108,109
A,0,109,110
A,0,110,111
A,0,111,112
A,0,112,113
A,0,113,114
A,0,114,115
A,0,115,116
A,0,116,117
A,0,117,118
A,0,118,119
A,0,119,120
A,0,120,121
A,0,121,122
A,0,122,123
A,0,123,124
A,0,124,125
A,0,125,126
A,0,126,127
A,0,127,128
A,0,128,129
A,0,129,130
A,0,130,131
A,0,131,132
A,0,132,133
A,0,133,134
A,0,134,135
A,0,135,136
A,0,136,137
A,0,137,138
A,0,138,139
A,0,139,140
A,0,140,141
A,0,141,142
A,0,142,143
A,0,143,144
A,0,144,145
A,0,145,146
A,0,146,147
A,0,147,148
A,0,148,149
A,0,149,150
A,0,150,151
A,0,151,152
A,0,152,153
A,0,153,154
A,0,154,155
A,0,155,156
A,0,156,157
A,0,157,158
A,0,158,159
A,0,159,160
A,1,0,161
A,1,1,162
A,1,2,163
A,1,3,164
A,1,4,165
A,1,5,166
A,1,6,167
A,1,7,168
A,1,8,169
A,1,9,170
A,1,10,171
A,1,11,172
A,1,12,173
A,1,13,174
A,1,14,175
A,1,15,176
A,1,16,177
A,1,17,178
A,1,18,179
A,1,19,180
A,1,20,181
A,1,21,182
A,1,22,183
A,1,23,184
A,1,24,185
A,1,25,186
A,1,26,187
A,1,27,188
A,1,28,189
A,1,29,190
A,1,30,191
A,1,31,192
A,1,32,193
A,1,33,194
A,1,34,195
A,1,35,196
A,1,36,197
A,1,37,198
A,1,38,199
A,1,39,200
A,1,40,201
A,1,41,202
A,1,42,203
A,1,43,204
A,1,44,205
A,1,45,206
A,1,46,207
A,1,47,208
A,1,48,209
A,1,49,210
A,1,50,211
A,1,51,212
A,1,52,213
A,1,53,214
A,1,54,215
A,1,55,216
A,1,56,217
A,1,57,218
A,1,58,219
A,1,59,220
A,1,60,221
A,1,61,222
A,1,62,223
A,1,63,224
A,1,64,225
A,1,65,226
A,1,66,227
A,1,67,228
A,1,68,229
A,1,69,230
A,1,70,231
A,1,71,232
A,1,72,233
A,1,73,234
A,1,74,235
A,1,75,236
A,1,76,237
A,1,77,238
A,1,78,239
A,1,79,240
A,1,80,241
A,1,81,242
A,1,82,243
A,1,83,244
A,1,84,245
A,1,85,246
A,1,86,247
A,1,87,248
A,1,88,249
A,1,89,250
A,1,90,251
A,1,91,252
A,1,92,253
A,1,93,254
A,1,94,255
A,1,95,256
A,1,96,257
A,1,97,258
A,1,98,259
A,1,99,260
A,1,100,261
A,1,101,262
A,1,102,263
A,1,103,264
A,1,104,265
A,1,105,266
A,1,106,267
A,1,107,268
A,1,108,269
A,1,109,270
A,1,110,271
A,1,111,272
A,1,112,273
A,1,113,274
A,1,114,275
A,1,115,276
A,1,116,277
A,1,117,278
A,1,118,279
A,1,119,280
A,1,120,281
A,1,121,282
A,1,122,283
A,1,123,284
A,1,124,285
A,1,125,286
A,1,126,287
A,1,127,288
A,1,128,289
A,1,129,290
A,1,130,291
A,1,131,292
A,1,132,293
A,1,133,294
A,1,134,295
A,1,135,296
A,1,136,297
A,1,137,298
A,1,138,299
A,1,139,300
A,1,140,301
A,1,141,302
A,1,142,303
A,1,143,304
A,1,144,305
A,1,145,306
A,1,146,307
A,1,147,308
A,1,148,309
A,1,149,310
A,1,150,311
A,1,151,312
A,1,152,313
A,1,153,314
A,1,154,315
A,1,155,316
A,1,156,317
A,1,157,318
A,1,158,319
A,1,159,320
A,2,0,321
A,2,1,322
A,2,2,323
A,2,3,324
A,2,4,325
A,2,5,326
A,2,6,327
A,2,7,328
A,2,8,329
A,2,9,330
A,2,10,331
A,2,11,332
A,2,12,333
A,2,13,334
A,2,14,335
A,2,15,336
A,2,16,337
A,2,17,338
A,2,18,339
A,2,19,340
A,2,20,341
A,2,21,342
A,2,22,343
A,2,23,344
A,2,24,345
A,2,25,346
A,2,26,347
A,2,27,348
A,2,28,349
A,2,29,350
A,2,30,351
A,2,31,352
A,2,32,353
A,2,33,354
A,2,34,355
A,2,35,356
A,2,36,357
A,2,37,358
A,2,38,359
A,2,39,360
A,2,40,361
A,2,41,362
A,2,42,363
A,2,43,364
A,2,44,365
A,2,45,366
A,2,46,367
A,2,47,368
A,2,48,369
A,2,49,370
A,2,50,371
A,2,51,372
A,2,52,373
A,2,53,374
A,2,54,375
A,2,55,376
A,2,56,377
A,2,57,378
A,2,58,379
A,2,59,380
A,2,60,381
A,2,61,382
A,2,62,383
A,2,63,384
A,2,64,385
A,2,65,386
A,2,66,387
A,2,67,388
A,2,68,389
A,2,69,390
A,2,70,391
A,2,71,392
A,2,72,393
A,2,73,394
A,2,74,395
A,2,75,396
A,2,76,397
A,2,77,398
A,2,78,399
A,2,79,400
A,2,80,401
A,2,81,402
A,2,82,403
A,2,83,404
A,2,84,405
A,2,85,406
A,2,86,407
A,2,87,408
A,2,88,409
A,2,89,410
A,2,90,411
A,2,91,412
A,2,92,413
A,2,93,414
A,2,94,415
A,2,95,416
A,2,96,417
