0,0,1
0,1,2
0,2,3
0,3,4
0,4,5
0,5,6
0,6,7
0,7,8
0,8,9
0,9,10
0,10,11
0,11,12
0,12,13
0,13,14
0,14,15
0,15,16
0,16,17
0,17,18
0,18,19
0,19,20
0,20,21
0,21,22
0,22,23
0,23,24
0,24,25
0,25,26
0,26,27
0,27,28
0,28,29
0,29,30
0,30,31
0,31,32
0,32,33
0,33,34
0,34,35
0,35,36
0,36,37
0,37,38
0,38,39
0,39,40
0,40,41
0,41,42
0,42,43
0,43,44
0,44,45
0,45,46
0,46,47
0,47,48
0,48,49
0,49,50
0,50,51
0,51,52
0,52,53
0,53,54
0,54,55
0,55,56
0,56,57
0,57,58
0,58,59
0,59,60
1,0,61
1,1,62
1,2,63
1,3,64
1,4,65
1,5,66
1,6,67
1,7,68
1,8,69
1,9,70
1,10,71
1,11,72
1,12,73
1,13,74
1,14,75
1,15,76
1,16,77
1,17,78
1,18,79
1,19,80
1,20,81
1,21,82
1,22,83
1,23,84
1,24,85
1,25,86
1,26,87
1,27,88
1,28,89
1,29,90
1,30,91
1,31,92
1,32,93
1,33,94
1,34,95
1,35,96
1,36,97
1,37,98
1,38,99
1,39,100
1,40,101
1,41,102
1,42,103
1,43,104
1,44,105
1,45,106
1,46,107
1,47,108
1,48,109
1,49,110
1,50,111
1,51,112
1,52,113
1,53,114
1,54,115
1,55,116
1,56,117
1,57,118
1,58,119
1,59,120
2,0,121
2,1,122
2,2,123
2,3,124
2,4,125
2,5,126
2,6,127
2,7,128
2,8,129
2,9,130
2,10,131
2,11,132
2,12,133
2,13,134
2,14,135
2,15,136
2,16,137
2,17,138
2,18,139
2,19,140
2,20,141
2,21,142
2,22,143
2,23,144
2,24,145
2,25,146
2,26,147
2,27,148
2,28,149
2,29,150
2,30,151
2,31,152
2,32,153
2,33,154
2,34,155
2,35,156
2,36,157
2,37,158
2,38,159
2,39,160
2,40,161
2,41,162
2,42,163
2,43,164
2,44,165
2,45,166
2,46,167
2,47,168
2,48,169
2,49,170
2,50,171
2,51,172
2,52,173
2,53,174
2,54,175
2,55,176
2,56,177
2,57,178
2,58,179
2,59,180
3,0,181
3,1,182
3,2,183
3,3,184
3,4,185
3,5,186
3,6,187
3,7,188
3,8,189
3,9,190
3,10,191
3,11,192
3,12,193
3,13,194
3,14,195
3,15,196
3,16,197
3,17,198
3,18,199
3,19,200
3,20,201
3,21,202
3,22,203
3,23,204
3,24,205
3,25,206
3,26,207
3,27,208
3,28,209
3,29,210
3,30,211
3,31,212
3,32,213
3,33,214
3,34,215
3,35,216
3,36,217
