('0-0', 5935155200.0)
('0-1', 5935039760.0)
('0-10', 5934000800.0)
('0-100', 5923611200.0)
('0-101', 5923495760.0)
('0-102', 5923380320.0)
('0-103', 5923264880.0)
('0-104', 5923149440.0)
('0-105', 5923034000.0)
('0-106', 5922918560.0)
('0-107', 5922803120.0)
('0-108', 5922687680.0)
('0-109', 5922572240.0)
('0-11', 5933885360.0)
('0-110', 5922456800.0)
('0-111', 5922341360.0)
('0-112', 5922225920.0)
('0-113', 5922110480.0)
('0-114', 5921995040.0)
('0-115', 5921879600.0)
('0-116', 5921764160.0)
('0-117', 5921648720.0)
('0-118', 5921533280.0)
('0-119', 5921417840.0)
('0-12', 5933769920.0)
('0-120', 5921302400.0)
('0-121', 5921186960.0)
('0-122', 5921071520.0)
('0-123', 5920956080.0)
('0-124', 5920840640.0)
('0-125', 5920725200.0)
('0-126', 5920609760.0)
('0-127', 5920494320.0)
('0-128', 5920378880.0)
('0-129', 5920263440.0)
('0-13', 5933654480.0)
('0-130', 5920148000.0)
('0-131', 5920032560.0)
('0-132', 5919917120.0)
('0-133', 5919801680.0)
('0-134', 5919686240.0)
('0-135', 5919570800.0)
('0-136', 5919455360.0)
('0-137', 5919339920.0)
('0-138', 5919224480.0)
('0-139', 5919109040.0)
('0-14', 5933539040.0)
('0-140', 5918993600.0)
('0-141', 5918878160.0)
('0-142', 5918762720.0)
('0-143', 5918647280.0)
('0-144', 5918531840.0)
('0-145', 5918416400.0)
('0-146', 5918300960.0)
('0-147', 5918185520.0)
('0-148', 5918070080.0)
('0-149', 5917954640.0)
('0-15', 5933423600.0)
('0-150', 5917839200.0)
('0-151', 5917723760.0)
('0-152', 5917608320.0)
('0-153', 5917492880.0)
('0-154', 5917377440.0)
('0-155', 5917262000.0)
('0-156', 5917146560.0)
('0-157', 5917031120.0)
('0-158', 5916915680.0)
('0-159', 5916800240.0)
('0-16', 5933308160.0)
('0-160', 5916684800.0)
('0-161', 5916569360.0)
('0-162', 5916453920.0)
('0-163', 5916338480.0)
('0-164', 5916223040.0)
('0-165', 5916107600.0)
('0-166', 5915992160.0)
('0-167', 5915876720.0)
('0-168', 5915761280.0)
('0-169', 5915645840.0)
('0-17', 5933192720.0)
('0-170', 5915530400.0)
('0-171', 5915414960.0)
('0-172', 5915299520.0)
('0-173', 5915184080.0)
('0-174', 5915068640.0)
('0-175', 5914953200.0)
('0-176', 5914837760.0)
('0-177', 5914722320.0)
('0-178', 5914606880.0)
('0-179', 5914491440.0)
('0-18', 5933077280.0)
('0-180', 5914376000.0)
('0-181', 5914260560.0)
('0-182', 5914145120.0)
('0-183', 5914029680.0)
('0-184', 5913914240.0)
('0-185', 5913798800.0)
('0-186', 5913683360.0)
('0-187', 5913567920.0)
('0-188', 5913452480.0)
('0-189', 5913337040.0)
('0-19', 5932961840.0)
('0-190', 5913221600.0)
('0-191', 5913106160.0)
('0-192', 5912990720.0)
('0-193', 5912875280.0)
('0-194', 5912759840.0)
('0-195', 5912644400.0)
('0-196', 5912528960.0)
('0-197', 5912413520.0)
('0-198', 5912298080.0)
('0-199', 5912182640.0)
('0-2', 5934924320.0)
('0-20', 5932846400.0)
('0-200', 5912067200.0)
('0-201', 5911951760.0)
('0-202', 5911836320.0)
('0-203', 5911720880.0)
('0-204', 5911605440.0)
('0-205', 5911490000.0)
('0-206', 5911374560.0)
('0-207', 5911259120.0)
('0-208', 5911143680.0)
('0-209', 5911028240.0)
('0-21', 5932730960.0)
('0-210', 5910912800.0)
('0-211', 5910797360.0)
('0-212', 5910681920.0)
('0-213', 5910566480.0)
('0-214', 5910451040.0)
('0-215', 5910335600.0)
('0-216', 5910220160.0)
('0-217', 5910104720.0)
('0-218', 5909989280.0)
('0-219', 5909873840.0)
('0-22', 5932615520.0)
('0-220', 5909758400.0)
('0-221', 5909642960.0)
('0-222', 5909527520.0)
('0-223', 5909412080.0)
('0-224', 5909296640.0)
('0-225', 5909181200.0)
('0-226', 5909065760.0)
('0-227', 5908950320.0)
('0-228', 5908834880.0)
('0-229', 5908719440.0)
('0-23', 5932500080.0)
('0-230', 5908604000.0)
('0-231', 5908488560.0)
('0-232', 5908373120.0)
('0-233', 5908257680.0)
('0-234', 5908142240.0)
('0-235', 5908026800.0)
('0-236', 5907911360.0)
('0-237', 5907795920.0)
('0-238', 5907680480.0)
('0-239', 5907565040.0)
('0-24', 5932384640.0)
('0-240', 5907449600.0)
('0-241', 5907334160.0)
('0-242', 5907218720.0)
('0-243', 5907103280.0)
('0-244', 5906987840.0)
('0-245', 5906872400.0)
('0-246', 5906756960.0)
('0-247', 5906641520.0)
('0-248', 5906526080.0)
('0-249', 5906410640.0)
('0-25', 5932269200.0)
('0-250', 5906295200.0)
('0-251', 5906179760.0)
('0-252', 5906064320.0)
('0-253', 5905948880.0)
('0-254', 5905833440.0)
('0-255', 5905718000.0)
('0-256', 5905602560.0)
('0-257', 5905487120.0)
('0-258', 5905371680.0)
('0-259', 5905256240.0)
('0-26', 5932153760.0)
('0-260', 5905140800.0)
('0-261', 5905025360.0)
('0-262', 5904909920.0)
('0-263', 5904794480.0)
('0-264', 5904679040.0)
('0-265', 5904563600.0)
('0-266', 5904448160.0)
('0-267', 5904332720.0)
('0-268', 5904217280.0)
('0-269', 5904101840.0)
('0-27', 5932038320.0)
('0-270', 5903986400.0)
('0-271', 5903870960.0)
('0-272', 5903755520.0)
('0-273', 5903640080.0)
('0-274', 5903524640.0)
('0-275', 5903409200.0)
('0-276', 5903293760.0)
('0-277', 5903178320.0)
('0-278', 5903062880.0)
('0-279', 5902947440.0)
('0-28', 5931922880.0)
('0-280', 5902832000.0)
('0-281', 5902716560.0)
('0-282', 5902601120.0)
('0-283', 5902485680.0)
('0-284', 5902370240.0)
('0-285', 5902254800.0)
('0-286', 5902139360.0)
('0-287', 5902023920.0)
('0-288', 5901908480.0)
('0-289', 5901793040.0)
('0-29', 5931807440.0)
('0-290', 5901677600.0)
('0-291', 5901562160.0)
('0-292', 5901446720.0)
('0-293', 5901331280.0)
('0-294', 5901215840.0)
('0-295', 5901100400.0)
('0-296', 5900984960.0)
('0-297', 5900869520.0)
('0-298', 5900754080.0)
('0-299', 5900638640.0)
('0-3', 5934808880.0)
('0-30', 5931692000.0)
('0-300', 5900523200.0)
('0-301', 5900407760.0)
('0-302', 5900292320.0)
('0-303', 5900176880.0)
('0-304', 5900061440.0)
('0-305', 5899946000.0)
('0-306', 5899830560.0)
('0-307', 5899715120.0)
('0-308', 5899599680.0)
('0-309', 5899484240.0)
('0-31', 5931576560.0)
('0-310', 5899368800.0)
('0-311', 5899253360.0)
('0-312', 5899137920.0)
('0-313', 5899022480.0)
('0-314', 5898907040.0)
('0-315', 5898791600.0)
('0-316', 5898676160.0)
('0-317', 5898560720.0)
('0-318', 5898445280.0)
('0-319', 5898329840.0)
('0-32', 5931461120.0)
('0-33', 5931345680.0)
('0-34', 5931230240.0)
('0-35', 5931114800.0)
('0-36', 5930999360.0)
('0-37', 5930883920.0)
('0-38', 5930768480.0)
('0-39', 5930653040.0)
('0-4', 5934693440.0)
('0-40', 5930537600.0)
('0-41', 5930422160.0)
('0-42', 5930306720.0)
('0-43', 5930191280.0)
('0-44', 5930075840.0)
('0-45', 5929960400.0)
('0-46', 5929844960.0)
('0-47', 5929729520.0)
('0-48', 5929614080.0)
('0-49', 5929498640.0)
('0-5', 5934578000.0)
('0-50', 5929383200.0)
('0-51', 5929267760.0)
('0-52', 5929152320.0)
('0-53', 5929036880.0)
('0-54', 5928921440.0)
('0-55', 5928806000.0)
('0-56', 5928690560.0)
('0-57', 5928575120.0)
('0-58', 5928459680.0)
('0-59', 5928344240.0)
('0-6', 5934462560.0)
('0-60', 5928228800.0)
('0-61', 5928113360.0)
('0-62', 5927997920.0)
('0-63', 5927882480.0)
('0-64', 5927767040.0)
('0-65', 5927651600.0)
('0-66', 5927536160.0)
('0-67', 5927420720.0)
('0-68', 5927305280.0)
('0-69', 5927189840.0)
('0-7', 5934347120.0)
('0-70', 5927074400.0)
('0-71', 5926958960.0)
('0-72', 5926843520.0)
('0-73', 5926728080.0)
('0-74', 5926612640.0)
('0-75', 5926497200.0)
('0-76', 5926381760.0)
('0-77', 5926266320.0)
('0-78', 5926150880.0)
('0-79', 5926035440.0)
('0-8', 5934231680.0)
('0-80', 5925920000.0)
('0-81', 5925804560.0)
('0-82', 5925689120.0)
('0-83', 5925573680.0)
('0-84', 5925458240.0)
('0-85', 5925342800.0)
('0-86', 5925227360.0)
('0-87', 5925111920.0)
('0-88', 5924996480.0)
('0-89', 5924881040.0)
('0-9', 5934116240.0)
('0-90', 5924765600.0)
('0-91', 5924650160.0)
('0-92', 5924534720.0)
('0-93', 5924419280.0)
('0-94', 5924303840.0)
