A,0,0,1
A,0,1,2
A,0,2,3
A,0,3,4
A,0,4,5
A,0,5,6
A,0,6,7
A,0,7,8
A,0,8,9
A,0,9,10
A,0,10,11
A,0,11,12
A,0,12,13
A,0,13,14
A,0,14,15
A,0,15,16
A,0,16,17
A,0,17,18
A,0,18,19
A,0,19,20
A,0,20,21
A,0,21,22
A,0,22,23
A,0,23,24
A,0,24,25
A,0,25,26
A,0,26,27
A,0,27,28
A,0,28,29
A,0,29,30
A,1,0,31
A,1,1,32
A,1,2,33
A,1,3,34
A,1,4,35
A,1,5,36
A,1,6,37
A,1,7,38
A,1,8,39
A,1,9,40
A,1,10,41
A,1,11,42
A,1,12,43
A,1,13,44
A,1,14,45
A,1,15,46
A,1,16,47
A,1,17,48
A,1,18,49
A,1,19,50
A,1,20,51
A,1,21,52
A,1,22,53
A,1,23,54
A,1,24,55
A,1,25,56
A,1,26,57
A,1,27,58
A,1,28,59
A,1,29,60
A,2,0,61
A,2,1,62
A,2,2,63
A,2,3,64
A,2,4,65
A,2,5,66
A,2,6,67
A,2,7,68
A,2,8,69
A,2,9,70
A,2,10,71
A,2,11,72
A,2,12,73
A,2,13,74
A,2,14,75
A,2,15,76
A,2,16,77
A,2,17,78
A,2,18,79
A,2,19,80
A,2,20,81
A,2,21,82
A,2,22,83
A,2,23,84
A,2,24,85
A,2,25,86
A,2,26,87
A,2,27,88
A,2,28,89
A,2,29,90
A,3,0,91
A,3,1,92
A,3,2,93
A,3,3,94
A,3,4,95
A,3,5,96
A,3,6,97
A,3,7,98
A,3,8,99
A,3,9,100
A,3,10,101
A,3,11,102
A,3,12,103
A,3,13,104
A,3,14,105
A,3,15,106
A,3,16,107
A,3,17,108
A,3,18,109
A,3,19,110
A,3,20,111
A,3,21,112
A,3,22,113
A,3,23,114
A,3,24,115
A,3,25,116
A,3,26,117
A,3,27,118
A,3,28,119
A,3,29,120
A,4,0,121
A,4,1,122
A,4,2,123
A,4,3,124
A,4,4,125
A,4,5,126
A,4,6,127
A,4,7,128
A,4,8,129
A,4,9,130
A,4,10,131
A,4,11,132
A,4,12,133
A,4,13,134
A,4,14,135
A,4,15,136
A,4,16,137
A,4,17,138
A,4,18,139
A,4,19,140
A,4,20,141
A,4,21,142
A,4,22,143
A,4,23,144
A,4,24,145
A,4,25,146
A,4,26,147
A,4,27,148
A,4,28,149
A,4,29,150
A,5,0,151
A,5,1,152
A,5,2,153
A,5,3,154
A,5,4,155
A,5,5,156
A,5,6,157
A,5,7,158
A,5,8,159
A,5,9,160
A,5,10,161
A,5,11,162
A,5,12,163
A,5,13,164
A,5,14,165
A,5,15,166
A,5,16,167
A,5,17,168
A,5,18,169
A,5,19,170
A,5,20,171
A,5,21,172
A,5,22,173
A,5,23,174
A,5,24,175
A,5,25,176
A,5,26,177
A,5,27,178
A,5,28,179
A,5,29,180
A,6,0,181
A,6,1,182
A,6,2,183
A,6,3,184
A,6,4,185
A,6,5,186
A,6,6,187
A,6,7,188
A,6,8,189
A,6,9,190
A,6,10,191
A,6,11,192
A,6,12,193
A,6,13,194
A,6,14,195
A,6,15,196
A,6,16,197
A,6,17,198
A,6,18,199
A,6,19,200
A,6,20,201
A,6,21,202
A,6,22,203
A,6,23,204
A,6,24,205
A,6,25,206
A,6,26,207
A,6,27,208
A,6,28,209
A,6,29,210
A,7,0,211
A,7,1,212
A,7,2,213
A,7,3,214
A,7,4,215
A,7,5,216
A,7,6,217
A,7,7,218
A,7,8,219
A,7,9,220
A,7,10,221
A,7,11,222
A,7,12,223
A,7,13,224
A,7,14,225
A,7,15,226
A,7,16,227
A,7,17,228
A,7,18,229
A,7,19,230
A,7,20,231
A,7,21,232
A,7,22,233
A,7,23,234
A,7,24,235
A,7,25,236
A,7,26,237
A,7,27,238
A,7,28,239
A,7,29,240
A,8,0,241
A,8,1,242
A,8,2,243
A,8,3,244
A,8,4,245
A,8,5,246
A,8,6,247
A,8,7,248
A,8,8,249
A,8,9,250
A,8,10,251
A,8,11,252
A,8,12,253
A,8,13,254
A,8,14,255
A,8,15,256
A,8,16,257
A,8,17,258
A,8,18,259
A,8,19,260
A,8,20,261
A,8,21,262
A,8,22,263
A,8,23,264
A,8,24,265
A,8,25,266
A,8,26,267
A,8,27,268
A,8,28,269
A,8,29,270
A,9,0,271
A,9,1,272
A,9,2,273
A,9,3,274
A,9,4,275
A,9,5,276
A,9,6,277
A,9,7,278
A,9,8,279
A,9,9,280
A,9,10,281
A,9,11,282
A,9,12,283
A,9,13,284
A,9,14,285
A,9,15,286
A,9,16,287
A,9,17,288
A,9,18,289
A,9,19,290
A,9,20,291
A,9,21,292
A,9,22,293
A,9,23,294
A,9,24,295
A,9,25,296
A,9,26,297
A,9,27,298
A,9,28,299
A,9,29,300
B,0,0,600
B,0,1,599
B,0,2,598
B,0,3,597
B,0,4,596
B,0,5,595
B,0,6,594
B,0,7,593
B,0,8,592
B,0,9,591
B,0,10,590
B,0,11,589
B,0,12,588
B,0,13,587
B,0,14,586
B,0,15,585
B,0,16,584
B,0,17,583
B,0,18,582
B,0,19,581
B,1,0,580
B,1,1,579
B,1,2,578
B,1,3,577
B,1,4,576
B,1,5,575
B,1,6,574
B,1,7,573
B,1,8,572
B,1,9,571
B,1,10,570
B,1,11,569
B,1,12,568
B,1,13,567
B,1,14,566
B,1,15,565
B,1,16,564
B,1,17,563
B,1,18,562
B,1,19,561
B,2,0,560
B,2,1,559
B,2,2,558
B,2,3,557
B,2,4,556
B,2,5,555
B,2,6,554
B,2,7,553
B,2,8,552
B,2,9,551
B,2,10,550
B,2,11,549
B,2,12,548
B,2,13,547
B,2,14,546
B,2,15,545
B,2,16,544
B,2,17,543
B,2,18,542
B,2,19,541
B,3,0,540
B,3,1,539
B,3,2,538
B,3,3,537
B,3,4,536
B,3,5,535
B,3,6,534
B,3,7,533
B,3,8,532
B,3,9,531
B,3,10,530
B,3,11,529
B,3,12,528
B,3,13,527
B,3,14,526
B,3,15,525
B,3,16,524
B,3,17,523
B,3,18,522
B,3,19,521
B,4,0,520
B,4,1,519
B,4,2,518
B,4,3,517
B,4,4,516
B,4,5,515
B,4,6,514
B,4,7,513
B,4,8,512
B,4,9,511
B,4,10,510
B,4,11,509
B,4,12,508
B,4,13,507
B,4,14,506
B,4,15,505
B,4,16,504
B,4,17,503
B,4,18,502
B,4,19,501
B,5,0,500
B,5,1,499
B,5,2,498
B,5,3,497
B,5,4,496
B,5,5,495
B,5,6,494
B,5,7,493
B,5,8,492
B,5,9,491
B,5,10,490
B,5,11,489
B,5,12,488
B,5,13,487
B,5,14,486
B,5,15,485
B,5,16,484
