(0,0),5935155200.000000
(0,1),5935039760.000000
(0,2),5934924320.000000
(0,3),5934808880.000000
(0,4),5934693440.000000
(0,5),5934578000.000000
(0,6),5934462560.000000
(0,7),5934347120.000000
(0,8),5934231680.000000
(0,9),5934116240.000000
(0,10),5934000800.000000
(0,11),5933885360.000000
(0,12),5933769920.000000
(0,13),5933654480.000000
(0,14),5933539040.000000
(0,15),5933423600.000000
(0,16),5933308160.000000
(0,17),5933192720.000000
(0,18),5933077280.000000
(0,19),5932961840.000000
(1,0),23666739200.000000
(1,1),23666393360.000000
(1,2),23666047520.000000
(1,3),23665701680.000000
(1,4),23665355840.000000
(1,5),23665010000.000000
(1,6),23664664160.000000
(1,7),23664318320.000000
(1,8),23663972480.000000
(1,9),23663626640.000000
(1,10),23663280800.000000
(1,11),23662934960.000000
(1,12),23662589120.000000
(1,13),23662243280.000000
(1,14),23661897440.000000
(1,15),23661551600.000000
(1,16),23661205760.000000
(1,17),23660859920.000000
(1,18),23660514080.000000
(1,19),23660168240.000000
(2,0),41398323200.000000
(2,1),41397746960.000000
(2,2),41397170720.000000
(2,3),41396594480.000000
(2,4),41396018240.000000
(2,5),41395442000.000000
(2,6),41394865760.000000
(2,7),41394289520.000000
(2,8),41393713280.000000
(2,9),41393137040.000000
(2,10),41392560800.000000
(2,11),41391984560.000000
(2,12),41391408320.000000
(2,13),41390832080.000000
(2,14),41390255840.000000
(2,15),41389679600.000000
(2,16),41389103360.000000
(2,17),41388527120.000000
(2,18),41387950880.000000
(2,19),41387374640.000000
(3,0),59129907200.000000
(3,1),59129100560.000000
(3,2),59128293920.000000
(3,3),59127487280.000000
(3,4),59126680640.000000
(3,5),59125874000.000000
(3,6),59125067360.000000
(3,7),59124260720.000000
(3,8),59123454080.000000
(3,9),59122647440.000000
(3,10),59121840800.000000
(3,11),59121034160.000000
(3,12),59120227520.000000
(3,13),59119420880.000000
(3,14),59118614240.000000
(3,15),59117807600.000000
(3,16),59117000960.000000
(3,17),59116194320.000000
(3,18),59115387680.000000
(3,19),59114581040.000000
(4,0),76861491200.000000
(4,1),76860454160.000000
(4,2),76859417120.000000
(4,3),76858380080.000000
(4,4),76857343040.000000
(4,5),76856306000.000000
(4,6),76855268960.000000
(4,7),76854231920.000000
(4,8),76853194880.000000
(4,9),76852157840.000000
(4,10),76851120800.000000
(4,11),76850083760.000000
(4,12),76849046720.000000
(4,13),76848009680.000000
(4,14),76846972640.000000
(4,15),76845935600.000000
(4,16),76844898560.000000
(4,17),76843861520.000000
(4,18),76842824480.000000
(4,19),76841787440.000000
(5,0),94593075200.000000
(5,1),94591807760.000000
(5,2),94590540320.000000
(5,3),94589272880.000000
(5,4),94588005440.000000
