[hadoop@ip-172-30-2-78 ~]$ hadoop dfs -text /user/hadoop/matrix/advanced/output3/p*
DEPRECATED: Use of this script to execute hdfs command is deprecated.
Instead use the hdfs command for it.

18/12/09 15:06:51 INFO lzo.GPLNativeCodeLoader: Loaded native gpl library
18/12/09 15:06:51 INFO lzo.LzoCodec: Successfully loaded & initialized native-lzo library [hadoop-lzo rev 5f779390180acb8f1d86999c0a0294917976289f]
(0,0),23619200.000000
(0,1),23611940.000000
(0,2),23604680.000000
(0,3),23597420.000000
(0,4),23590160.000000
(0,5),23582900.000000
(0,6),23575640.000000
(0,7),23568380.000000
(0,8),23561120.000000
(0,9),23553860.000000
(0,10),23546600.000000
(0,11),23539340.000000
(0,12),23532080.000000
(0,13),23524820.000000
(0,14),23517560.000000
(0,15),23510300.000000
(0,16),23503040.000000
(0,17),23495780.000000
(0,18),23488520.000000
(0,19),23481260.000000
(1,0),93315200.000000
(1,1),93293540.000000
(1,2),93271880.000000
(1,3),93250220.000000
(1,4),93228560.000000
(1,5),93206900.000000
(1,6),93185240.000000
(1,7),93163580.000000
(1,8),93141920.000000
(1,9),93120260.000000
(1,10),93098600.000000
(1,11),93076940.000000
(1,12),93055280.000000
(1,13),93033620.000000
(1,14),93011960.000000
(1,15),92990300.000000
(1,16),92968640.000000
(1,17),92946980.000000
(1,18),92925320.000000
(1,19),92903660.000000
(2,0),163011200.000000
(2,1),162975140.000000
(2,2),162939080.000000
(2,3),162903020.000000
(2,4),162866960.000000
(2,5),162830900.000000
(2,6),162794840.000000
(2,7),162758780.000000
(2,8),162722720.000000
(2,9),162686660.000000
(2,10),162650600.000000
(2,11),162614540.000000
(2,12),162578480.000000
(2,13),162542420.000000
(2,14),162506360.000000
(2,15),162470300.000000
(2,16),162434240.000000
(2,17),162398180.000000
(2,18),162362120.000000
(2,19),162326060.000000
(3,0),232707200.000000
(3,1),232656740.000000
(3,2),232606280.000000
(3,3),232555820.000000
(3,4),232505360.000000
(3,5),232454900.000000
(3,6),232404440.000000
(3,7),232353980.000000
(3,8),232303520.000000
(3,9),232253060.000000
(3,10),232202600.000000
(3,11),232152140.000000
(3,12),232101680.000000
(3,13),232051220.000000
(3,14),232000760.000000
(3,15),231950300.000000
(3,16),231899840.000000
(3,17),231849380.000000
(3,18),231798920.000000
(3,19),231748460.000000
(4,0),302403200.000000
(4,1),302338340.000000
(4,2),302273480.000000
(4,3),302208620.000000
(4,4),302143760.000000
(4,5),302078900.000000
(4,6),302014040.000000
(4,7),301949180.000000
(4,8),301884320.000000
(4,9),301819460.000000
(4,10),301754600.000000
(4,11),301689740.000000
(4,12),301624880.000000
(4,13),301560020.000000
(4,14),301495160.000000
(4,15),301430300.000000
(4,16),301365440.000000
(4,17),301300580.000000
(4,18),301235720.000000
(4,19),301170860.000000
(5,0),372099200.000000
(5,1),372019940.000000
(5,2),371940680.000000
(5,3),371861420.000000
(5,4),371782160.000000
(5,5),371702900.000000
(5,6),371623640.000000
(5,7),371544380.000000
(5,8),371465120.000000
(5,9),371385860.000000
(5,10),371306600.000000
(5,11),371227340.000000
